input	output
UTE.	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
UTE.	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
University of Technology and Education	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
University of Technology and Education	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
University of Technology and Education?	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
University of Technology and Education?	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
University of Technology and Education.	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
University of Technology and Education.	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
HCMUTE	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
HCMUTE	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
HCMUTE?	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
HCMUTE?	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
HCMUTE.	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
HCMUTE.	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
Ho Chi Minh City University of Technology and Education?	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
Ho Chi Minh City University of Technology and Education?	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
Ho Chi Minh City University of Technology and Education.	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
Ho Chi Minh City University of Technology and Education.	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
Ho Chi Minh City University of Technology and Education	Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh (tiếng Anh: Ho Chi Minh City University of Technology and Education) là một trường đại học đa ngành tại Việt Nam, với thế mạnh về đào tạo kỹ thuật, được đánh giá là một trong những trường đại học kỹ thuật hàng đầu về đào tạo khối ngành kỹ thuật tại miền Nam
Ho Chi Minh City University of Technology and Education	Trường đại học Sư phạm kỹ thuật thành phố hồ chí minh (Ho Chi Minh City University of Technology and Education - HCMUTE) thành lập từ 5/10/1962 trên cơ sở Ban Cao đẳng Sư phạm Kỹ thuật, trải qua 54 năm hoạt động, HCMUTE đã nhiều lần đổi tên và sáp nhập với một số trường khác như trung học Công nghiệp Thủ Đức và Sư phạm Kỹ thuật 5, từ đó hình thành nên Đại học Sư phạm Kỹ thuật Tp. Hồ Chí Minh ngày nay. HCMUTE tọa lạc tại số 1 Võ Văn Ngân, quận Thủ Đức.
fpt	Tập đoàn FPT (tiếng Anh: FPT Corporation), tên chính thức là Công ty Cổ phần FPT, được biết đến rộng rãi dưới cái tên FPT, là công ty thuộc top 20 doanh nghiệp tư nhân lớn nhất tại Việt Nam, với ba lĩnh vực kinh doanh cốt lõi gồm: Công nghệ, Viễn thông và Giáo dục.
fpt?	Tập đoàn FPT (tiếng Anh: FPT Corporation), tên chính thức là Công ty Cổ phần FPT, được biết đến rộng rãi dưới cái tên FPT, là công ty thuộc top 20 doanh nghiệp tư nhân lớn nhất tại Việt Nam, với ba lĩnh vực kinh doanh cốt lõi gồm: Công nghệ, Viễn thông và Giáo dục.
fpt.	Tập đoàn FPT (tiếng Anh: FPT Corporation), tên chính thức là Công ty Cổ phần FPT, được biết đến rộng rãi dưới cái tên FPT, là công ty thuộc top 20 doanh nghiệp tư nhân lớn nhất tại Việt Nam, với ba lĩnh vực kinh doanh cốt lõi gồm: Công nghệ, Viễn thông và Giáo dục.
tập đoàn fpt	Tập đoàn FPT (tiếng Anh: FPT Corporation), tên chính thức là Công ty Cổ phần FPT, được biết đến rộng rãi dưới cái tên FPT, là công ty thuộc top 20 doanh nghiệp tư nhân lớn nhất tại Việt Nam, với ba lĩnh vực kinh doanh cốt lõi gồm: Công nghệ, Viễn thông và Giáo dục.
tập đoàn fpt?	Tập đoàn FPT (tiếng Anh: FPT Corporation), tên chính thức là Công ty Cổ phần FPT, được biết đến rộng rãi dưới cái tên FPT, là công ty thuộc top 20 doanh nghiệp tư nhân lớn nhất tại Việt Nam, với ba lĩnh vực kinh doanh cốt lõi gồm: Công nghệ, Viễn thông và Giáo dục.
tập đoàn fpt.	Tập đoàn FPT (tiếng Anh: FPT Corporation), tên chính thức là Công ty Cổ phần FPT, được biết đến rộng rãi dưới cái tên FPT, là công ty thuộc top 20 doanh nghiệp tư nhân lớn nhất tại Việt Nam, với ba lĩnh vực kinh doanh cốt lõi gồm: Công nghệ, Viễn thông và Giáo dục.
fpt corporation?	Tập đoàn FPT (tiếng Anh: FPT Corporation), tên chính thức là Công ty Cổ phần FPT, được biết đến rộng rãi dưới cái tên FPT, là công ty thuộc top 20 doanh nghiệp tư nhân lớn nhất tại Việt Nam, với ba lĩnh vực kinh doanh cốt lõi gồm: Công nghệ, Viễn thông và Giáo dục.
